Type,Light,Temp,VPD,SoilN,ATP_ADP,pmf,RubiscoActivation,Assimilation,gs,WUE
WildType,612.9637350082301,22.13157041239658,2.086063958914513,4.330299354368773,2.800447362307878,194.97371876241442,80.61832323809726,22.0,0.12326621455831016,2.0
WildType,825.8852581707557,29.826980070784057,1.5833663542167848,1.3632530178146596,1.0479113267900817,176.19201540943217,62.42008961148611,22.0,0.1139913823120678,2.0
WildType,290.85841020292014,26.15808690568225,0.9595093661196326,2.748357115735867,1.8891486464726175,184.126288989169,72.70408621346824,22.0,0.1391427412743656,2.0
WildType,1330.5674083070548,28.090421817339845,1.8076396768096088,2.372019177177036,2.001247308202789,167.24680779548905,74.48566292441842,22.0,0.10806281828489964,2.0
WildType,1213.941660084712,29.02785680769294,2.452370572418819,3.5319623952979304,2.6680042020526775,191.63997107228298,75.10879815841798,22.0,0.11949434083145583,2.0
WildType,1931.1890022337816,27.497674470042597,1.5338060366766917,0.7255970002325551,2.501718426907942,209.95590170883764,85.0,22.0,0.20472595860002346,2.0
WildType,1806.2203435163567,28.422224507994788,1.4192725640103363,2.882391988857821,2.5941937929997714,125.10511999109652,74.11200081232394,22.0,0.15204619801619373,2.0
WildType,1110.6990035516253,33.08755359271122,0.8561509658888571,2.6534329543842707,2.7358018991147492,130.7296530681676,75.8102898431655,22.0,0.224571178876466,2.0
WildType,1296.8071454945432,32.75938176711712,1.9864399640712733,4.881112751234512,1.9521418409854514,188.56091145034213,69.21073595533558,22.0,0.23971205142350976,2.0
WildType,943.7542762790295,20.5335826454103,2.5700342849714777,3.9011981710986836,2.560504707034343,157.77044152705975,73.76632308384403,22.0,0.23441546022458876,2.0
WildType,438.4264473340586,27.970444147959007,1.9033538756997699,1.1974037841981562,1.1360661888108778,148.16184379935925,62.117866789264866,22.0,0.1007422185293334,2.0
WildType,1762.0230717894558,25.468133943377143,0.9127189055066551,2.7914649750761105,1.8890928455010776,137.8593283462356,69.19536489041447,22.0,0.14457718596336983,2.0
WildType,1189.169445809963,22.85384127610814,2.153069575570373,4.026816150107697,1.0602653497392822,177.2636276771283,62.66150589495743,22.0,0.1570104365830261,2.0
WildType,965.7058229946704,28.72950596010257,0.5753544117709215,2.8605621448201823,2.8306301306371884,154.75323955906134,76.17945629488844,22.0,0.2204381509408328,2.0
WildType,323.23773086198594,26.685020079532084,2.5951348708214956,2.105153465708889,2.9168275639058416,170.79608261113847,71.10452998030681,22.0,0.16180413375010538,2.0
WildType,1397.6901350385035,31.173369110606593,2.8037379588253137,2.1949491941533683,1.1678781205763256,215.85612282138146,58.58498654955837,22.0,0.10054309811436851,2.0
WildType,919.3968303603353,19.588326823058836,1.9925912246479365,2.1515177564236203,2.065253288815521,195.82676456658152,71.98373467136736,22.0,0.1595078227639342,2.0
WildType,656.6525593041564,23.145572739325758,2.7044500019892608,0.5897951410533373,1.6502792126737382,199.59508692733579,68.99019048566494,22.0,0.05885689884869736,2.0
WildType,1778.1558891844409,18.43829840007197,0.7112639477440897,3.787682657754578,1.685068569325756,132.41979030630247,63.712587873982436,22.0,0.21682747409555597,2.0
WildType,530.5373017983422,30.681315811803167,1.0708612353386002,3.2489769159496245,1.9014001227509694,152.49803187968917,66.06019613171247,22.0,0.16319987489424131,2.0
WildType,1127.0357739950873,33.511774661143086,1.2931515924786146,1.7090488495981924,1.2501319305091014,130.6235472022869,61.42257629254137,22.0,0.18034344190309304,2.0
WildType,1632.3608335223028,27.985397791026834,2.4329167683271886,3.3351051796723357,1.3615403975678253,216.8520930154064,65.63511476259593,22.0,0.09018782598966538,2.0
WildType,1728.3345916028195,28.48864571432267,1.710599612585273,1.8892822147606672,2.1547373202558893,188.21876151332015,71.02883324347586,22.0,0.16162689536877878,2.0
WildType,1673.6697198553106,18.78922706828104,1.3708686547679054,1.5952160763264498,1.0375118188749766,121.9233837504258,53.124769818910615,22.0,0.15612737806890714,2.0
WildType,1813.9274035517071,26.564282070015587,0.8951742479004097,3.8351879959772184,2.1996020440284014,167.55048218211357,69.34174075661817,22.0,0.17392618945129956,2.0
WildType,456.2432796108709,26.95682795450945,2.5266074858085794,4.140993244199117,1.6378343755733387,146.35256365508286,67.99374928888712,22.0,0.21948401025357156,2.0
WildType,1892.8253583047604,18.66256625791018,0.5513085514221754,3.3156888133349827,2.664412829608003,173.9958851267073,73.95602412781645,22.0,0.2029076921150132,2.0
WildType,219.44527849309307,31.3005813757429,1.3431761638619437,4.028659821490455,2.2000130154573676,137.86576864718637,72.38438201091685,22.0,0.15937488181326998,2.0
WildType,660.627203151379,22.731442336281212,1.106939013259954,2.145650513564257,2.4161824014243436,125.68554906316577,76.10531376253076,22.0,0.22868061746774154,2.0
WildType,351.26974317947196,30.298599115791248,0.8225258664999264,0.823117061071451,1.2288503624758906,152.3177532278316,59.031204631749276,22.0,0.12168366964195716,2.0
WildType,1901.9596433087286,24.849730896787015,0.9301037442351069,3.221985237029692,1.5317247293633771,149.55071107047223,62.960821330001316,22.0,0.14851016401473954,2.0
WildType,963.0841760586246,34.92598433661783,1.734492640340235,1.6518931209029084,2.993339217944073,191.6963584731373,83.98026001889913,22.0,0.17988680073029567,2.0
WildType,767.4849287809267,21.607487485521283,1.56514123693972,3.9986570590107973,1.8673044938184475,167.45488591095352,72.24428448465211,22.0,0.13815333793361684,2.0
WildType,500.75743435574606,18.99000505194021,1.7959230075373405,2.1114839981061886,1.7177304106484192,149.13278033335837,64.1995592246654,22.0,0.12228364274329201,2.0
WildType,480.47223339281635,34.658393384408306,2.3190509255683986,3.5180286752363616,2.7477107179545484,177.04305184284607,72.96527624010977,22.0,0.07247885033920994,2.0
WildType,1305.0770348773137,22.145314307284604,2.7308219092204653,2.9878975268938373,1.0661492177262697,127.13173882312408,62.2827083531809,22.0,0.1771798955516521,2.0
WildType,284.75149950636234,28.8006301809691,0.7961551798690393,4.178681546520684,2.0695467233522393,186.235261175375,73.25880302263806,22.0,0.0885212730618466,2.0
WildType,1269.7946754167942,24.36765973685888,0.7066946456208962,4.245374397718605,1.4205144275718486,134.72893667664772,63.64348028716948,22.0,0.07765099525702575,2.0
WildType,1594.3688699578518,28.873673566189225,1.3008866375116355,0.8073398164050414,1.7363055829075265,147.9699369320891,69.00832911754487,22.0,0.08643057847591953,2.0
WildType,1281.8267605258989,28.132996020165074,1.8657528760341475,1.8280204598424452,1.399554143740656,148.21228871717202,59.35083006746323,22.0,0.18769609938108794,2.0
WildType,1687.8417824827263,30.02365598191747,0.7497183759647961,4.4189561191795645,1.0756455190974155,166.58519198433072,61.75931189692839,22.0,0.07767184668333145,2.0
WildType,677.4656672872238,18.313537051603763,2.2899294606027953,2.317953333845371,1.8330242679371134,215.31573664299486,69.74022993487492,22.0,0.24524720236222802,2.0
WildType,338.9087317009805,32.215301691618016,1.8902355448305546,2.8169120454391563,2.578406042390179,152.46592504354285,76.71562413510941,22.0,0.20170827527962376,2.0
WildType,1497.7831104623162,26.137319691744064,2.3711532614452473,1.3250470415804485,2.903908865253782,148.13218684709398,80.34281309971021,22.0,0.12854694157609314,2.0
WildType,1690.634702704293,26.820497628414532,1.3947845060723298,2.9870882045934724,2.2477059492200246,136.8801985296604,73.75072934776964,22.0,0.16865655041539696,2.0
WildType,1103.0177658178172,24.98742824768214,1.5027414206437948,1.6907671941883398,1.777674184705443,159.19689000861706,69.03226927469194,22.0,0.0515253286210535,2.0
WildType,1677.1104919797594,34.8195021986418,2.5189289141484,4.231551101144106,2.5397105470946046,138.20411118725707,74.55936082478567,22.0,0.21890638724579525,2.0
WildType,1024.2544798194795,31.626713359609962,1.167523641322354,1.4011012155614404,2.010447966858442,133.77693363156305,69.14581406225467,22.0,0.10424231380597414,2.0
WildType,557.3497410604272,23.293687375506742,1.4535423196693882,2.119348431010356,1.7352405597813232,205.73586058147856,70.23949148195247,22.0,0.06437674097165508,2.0
WildType,1053.9092316923804,31.312211671408825,0.5337325029838587,0.9278329208234681,1.3581793851059494,125.26387345230353,59.472069969755594,22.0,0.2016237801037593,2.0
WildType,588.7111681129127,25.428889963339493,1.8883019326333774,3.145919374515096,2.5922599686741146,191.08251194599853,75.86523604023017,22.0,0.11591633252893924,2.0
WildType,1049.65682741841,32.79022682582601,2.628659500415048,4.7388742896658735,2.0008515810340333,140.2570901020071,69.72838024368596,22.0,0.16350823164063877,2.0
WildType,465.59280652208207,18.524390419497102,0.5697282172460156,1.2792016125333836,2.927607482622126,121.1715023287962,78.78608989998736,22.0,0.21880630986038108,2.0
WildType,534.0117285679149,24.041910477092124,2.0344742576877737,0.5888172627665689,2.6038192006974397,199.51449587969597,75.56093821251113,22.0,0.205186272131889,2.0
WildType,1789.24297785889,25.306925651349268,2.6136213319798394,2.401084104764037,1.840032238284554,190.22855192235235,66.18185403288891,22.0,0.11736735847336602,2.0
WildType,408.54472509000993,30.652242855362694,1.7348297116931386,3.8678682233476236,2.4817000817349144,153.42989063743408,68.96259808728703,22.0,0.22373931730590807,2.0
WildType,603.6937041717259,21.09910453201509,1.2825541026837537,4.887952893733161,1.906782985704142,127.93325338904735,63.18048664671501,22.0,0.12776998289864142,2.0
WildType,1991.9360911189767,22.866778604695366,2.9914595330971614,0.7307558040372013,1.1597314568285293,156.06715636977867,59.282000297089525,22.0,0.15000476437783308,2.0
WildType,1236.8333289634159,30.30596497056649,0.6620780639917649,4.036828491767732,2.0333621031164375,138.13275803018286,67.40041323662707,22.0,0.17249173402978019,2.0
WildType,1254.4745908870384,19.306342206566953,1.0260586994888454,2.15903332695289,2.731457239068299,213.2503553371556,78.62857982411846,22.0,0.06419616418707895,2.0
WildType,1720.9475775601993,21.419113011039755,2.713111536513777,1.191791738548964,2.7108826370340324,172.96231022547948,73.64188664580743,22.0,0.16943276725739131,2.0
WildType,1143.7753456801233,30.807231559811306,1.2432671762007592,1.3653732051750311,2.1499338272799493,216.38436377269244,68.38092938872133,22.0,0.16548344816527683,2.0
WildType,599.2075162702185,32.88398706585905,2.5496166530364364,4.657476931236872,1.7600470728297,155.13141219004274,67.23673148325373,22.0,0.224698894983915,2.0
WildType,960.4398013414116,30.390076863542,1.3330032349000007,4.142108907335045,1.0202012046207436,175.64628186743985,60.86523137802708,22.0,0.12073277459736245,2.0
WildType,1559.0022565348315,26.9613508472245,2.529952388689809,1.9027808465140705,1.6228195578790254,139.01234300952194,66.54281995442459,22.0,0.09843773560155918,2.0
WildType,1770.407189198102,19.68404212024319,2.214321911472396,4.730856194518531,2.979617154615468,200.84290940375288,83.78343106958773,22.0,0.14530290525456238,2.0
WildType,691.7668849969314,32.06283763066503,1.6713060918119598,0.9736398765345735,2.4529820665859887,124.11003123694198,73.41239644289136,22.0,0.18746632990714973,2.0
WildType,671.5554754505479,20.108662951908958,1.8073633178650863,1.9514139945484181,2.4351771276501255,189.56154229361277,75.6738512977674,22.0,0.1623788474619134,2.0
WildType,789.6947711740321,24.546333702894156,0.9441488706785046,3.4381452607987493,2.522166780663522,159.16600923589073,77.30798645303575,22.0,0.07764133439660058,2.0
WildType,1273.17925974112,18.858488853870664,0.7897098715379665,4.997385844039281,2.2402267666838886,177.8415774025077,77.06652351214261,22.0,0.1195783259557715,2.0
WildType,701.3163180914212,30.06447661295007,2.2923569758159807,2.5953877269066963,2.171717314350016,179.22591349165697,70.14844013351805,22.0,0.06275715268646519,2.0
WildType,1807.6464658290665,26.559414394684616,2.621432953040998,4.148216997891039,1.907238510724829,191.0795114134317,72.43714269228862,22.0,0.19786526270133237,2.0
WildType,1960.4136596893652,33.42933146806242,2.3049270121758703,4.621396516097706,1.887867987339374,140.42622032312596,65.52746082815814,22.0,0.22658966456627888,2.0
WildType,1422.4158604903428,20.358622425107857,2.7821617647342958,0.5433279072406513,2.7416969108743974,173.13859212156314,78.23100194866214,22.0,0.05913460097618739,2.0
WildType,1946.5394528940412,31.92582115640581,2.7251960354869524,1.8002332783491315,1.786912523393561,162.69259363933958,70.71237401736109,22.0,0.15508549821051032,2.0
WildType,718.1308432986856,26.681368885277983,2.445468196467084,0.9516188886280506,2.680583568135443,148.2181108860364,74.8957380278511,22.0,0.16319600667503623,2.0
WildType,1667.3066357339776,24.223570517072524,2.7453173001942925,3.9922711206940384,2.675468851249874,169.57278227645264,73.87709703643883,22.0,0.13776557620028987,2.0
WildType,1421.200351720564,28.940637060062524,0.918059009518237,3.051726921022298,2.5417963986830223,215.2015045251085,76.30040324604653,22.0,0.15054674715355965,2.0
WildType,673.7452951952666,31.437095289911092,2.3284026684268584,0.9300197468776439,1.0752847997268924,214.88849471790223,60.13812809103653,22.0,0.19207134669910714,2.0
WildType,773.1331044404012,25.48484964799115,2.3841915087005434,2.3932596880175616,1.2959444888072396,147.88173199617424,58.63089310994265,22.0,0.14674512806426537,2.0
WildType,1079.5261997060934,21.95769656574177,0.8849414378337734,2.8128621748816243,1.62941028437303,208.42071649020068,71.83485886233154,22.0,0.2339304267903124,2.0
WildType,1624.958005762127,33.568415541471126,2.7739581799195188,3.6398814933733945,2.6950666845189635,207.6754809387134,80.43155339680152,22.0,0.1581747595362019,2.0
WildType,1770.0000845695363,23.320961650447813,0.5219630869636769,4.007679060573958,2.7465187627123315,144.95846476012755,74.05444972054093,22.0,0.06435933191347153,2.0
WildType,1341.104678752711,34.97001954625764,1.586512490696188,0.8954249087671269,1.0831145887109843,179.8950746423051,58.37272493786913,22.0,0.24066493212623669,2.0
WildType,1498.8374700037937,31.04452379226094,0.5536976240989923,2.694405180804609,1.6494491062571977,206.9935759278425,65.59794963550857,22.0,0.07936214033827756,2.0
WildType,674.9291677069502,29.692925973532198,1.8083946145298317,1.2250554614209148,2.700768409276141,171.49948019518033,74.92347781940212,22.0,0.20689198000309567,2.0
WildType,1533.9287896007102,18.210795373142073,1.530390384378411,3.889649997797177,1.4993864980704765,156.9769466901007,67.80068695149514,22.0,0.15538113729436037,2.0
WildType,1288.9636633848972,25.625032540783216,2.0576548427888453,3.4595097525931284,2.9520066131942637,185.0785430243206,79.94372336212629,22.0,0.1981784908538342,2.0
WildType,601.2576294433225,26.54183828668542,2.416110295169553,3.753504293594626,1.9786075331520547,137.24250634431704,74.54304378693524,22.0,0.15268597683627277,2.0
WildType,1910.3365488843194,24.39839873517545,2.421438072696713,0.8374741578325844,2.8746253787968197,136.17313816299236,76.9356930720263,22.0,0.06179404006652154,2.0
WildType,1123.1472969467432,20.549542708523926,2.305554000853573,2.796460758281677,1.8576527887305259,203.2646131774237,68.51282409135412,22.0,0.12498518593790942,2.0
WildType,1630.0316350273615,24.24665755233684,0.7546936044435033,4.282612941027685,1.6475978541752598,124.18749159381258,66.96866079088137,22.0,0.1741371964081052,2.0
WildType,1146.102980253257,19.27454680024715,1.5435963153612207,3.7100362934578546,1.7248203504177055,200.36299792257495,63.755926243676534,22.0,0.1757764437065355,2.0
WildType,1879.2860894057103,22.94562163490071,2.5398762451630685,4.377865905627785,2.7686011650613462,149.04941580929315,77.20382750495718,22.0,0.2446088884367582,2.0
WildType,454.30289234803695,19.422547685592054,2.135750453709985,1.4274704067673991,1.6613787725766653,168.31224909520324,62.89287767840873,22.0,0.17126493967471057,2.0
WildType,1183.078326387004,30.791198714982244,2.2025697623193192,1.791053003331159,2.3386924429194207,174.3515055047929,67.05810967444073,22.0,0.10728782627919356,2.0
WildType,245.27900370773318,29.40967398396537,1.0673150800239464,2.4857559080846174,1.9396853642491692,196.70692734606803,70.3792568674103,22.0,0.05868509801636517,2.0
WildType,555.3084665686054,33.9788633260942,1.3126496523520652,2.85465713440385,2.883342377453695,208.38579865433599,83.25704246128382,22.0,0.207683040222773,2.0
WildType,705.8477082866793,24.45878997358217,2.889528027202319,1.6347328920077906,1.318726944142282,200.42241253964653,65.35016796946515,22.0,0.22785809129290463,2.0
WildType,1050.6981279752245,31.365416285929847,2.6173131431457843,2.215568096055634,1.8573136602036844,177.23437752804574,69.21606159729959,22.0,0.17272760807441737,2.0
WildType,1676.3107833633733,27.989322446493766,0.9123043417783088,3.591692168682491,1.249267623806244,154.80136703493662,53.93640107730413,22.0,0.14647538720412295,2.0
WildType,1039.9781010196862,28.983758277574488,1.8617326774642051,3.4042160230364154,2.1562786839203785,172.6557824958654,71.23068511885907,22.0,0.222197303543835,2.0
WildType,1210.1369591151094,27.306841585994796,1.7262681683202308,0.9971288904665307,1.8057983826761548,123.00216846274719,65.27252627151616,22.0,0.09807121580727596,2.0
WildType,1863.2978492263587,31.2457223878326,1.6091496480250418,4.935661891065008,1.1218744649688333,144.49801152397356,61.807430578640556,22.0,0.12974641672489556,2.0
WildType,1561.7584361037098,18.71385434254733,1.6765339284349643,3.0323534970629247,2.6996762195335062,156.61553658875792,73.15314453561295,22.0,0.1515313108440182,2.0
WildType,290.3660987877283,19.368298786546593,2.1072212746812893,2.6760307375668693,1.7510295657328778,151.97545241515041,69.09803546028549,22.0,0.059874523376177186,2.0
